episode_reward
2.351798592094464766e+02
2.357179420730612094e+02
2.354017177969348040e+02
2.356682492811476948e+02
2.356921734790928440e+02
2.351485773471335960e+02
2.347388173362007819e+02
2.353382662266274394e+02
2.353621107859534618e+02
2.277698319306591088e+02
2.289175043258922813e+02
2.281822152215148378e+02
2.281073361504295747e+02
2.277816250118847847e+02
2.296569617964445342e+02
2.288654178572594162e+02
2.284696245367132406e+02
2.271404705344787089e+02
2.289885528654395443e+02
2.280068535524069944e+02
2.288653395866136009e+02
2.284990243269466532e+02
2.269527940695157326e+02
2.291800519706568764e+02
2.349580409921706519e+02
2.266584040374867470e+02
2.352096902750466256e+02
2.276519734702697519e+02
2.279324550481961751e+02
2.273976570911929684e+02
2.282008042000876173e+02
2.272378293672606446e+02
2.280578596912605178e+02
2.196580058570204699e+02
2.262212975911619139e+02
2.266239296936578853e+02
2.272500414420252071e+02
2.283501319352111807e+02
2.284426710002450136e+02
2.258786482743286683e+02
2.270835270354289719e+02
2.270730873092452100e+02
2.288705082664283168e+02
2.274608770141416585e+02
2.207932843159818788e+02
2.266326012586132208e+02
2.272033142969571315e+02
2.270344647947485441e+02
2.258861697319692041e+02
2.272170042302041679e+02
2.265603476738528173e+02
2.259138031052161466e+02
2.270809280180752125e+02
2.206849124623345233e+02
2.275982698559906510e+02
2.205866417023526935e+02
2.291127214694004408e+02
2.271126003297949296e+02
2.197568433062462248e+02
2.200993886683495759e+02
2.262319821452864517e+02
2.268112652696511873e+02
2.265716334996144781e+02
2.198004037912572244e+02
2.204540152371819204e+02
2.262831928432506459e+02
2.201792427765600451e+02
2.265955088537056099e+02
2.293521505680801909e+02
2.273629190336230863e+02
2.191494337223994080e+02
2.204965330801388461e+02
2.273982991445710411e+02
2.259329314178673087e+02
2.284537647784983960e+02
2.203716946527895857e+02
2.268566036743765721e+02
2.194393035039318818e+02
2.280330768578746472e+02
2.269841663992473855e+02
2.193736891905061270e+02
2.270103975187100218e+02
2.191765544613689372e+02
2.108167516330248077e+02
2.190431275300432503e+02
2.204625751852241820e+02
2.193489053677028551e+02
2.264372069242353973e+02
2.184942472017114596e+02
2.266238932465659559e+02
2.181568564033887583e+02
2.275112118459817054e+02
2.185798293283594376e+02
2.172930668590676930e+02
2.188540639101908880e+02
2.186709173271842417e+02
2.266440161632008596e+02
2.207292066189929187e+02
2.196944083290888727e+02
2.179567766986731385e+02
2.275479630338950301e+02
2.192831397145882590e+02
2.203845980626512358e+02
2.178085939796792729e+02
2.101940034021810106e+02
2.197361134942224226e+02
2.181241913291457024e+02
2.256363657257162458e+02
2.180834571824208012e+02
2.205382305880468721e+02
2.170756664415126238e+02
2.178851634670602948e+02
2.196081376995578012e+02
2.201286323912453327e+02
2.187989676264601258e+02
2.194060999868696342e+02
2.116156065967292363e+02
2.175862483839571837e+02
2.195460133474088309e+02
2.107403767210575438e+02
2.261884573670891143e+02
2.188045704347303797e+02
2.192555716410251136e+02
2.185832688754883577e+02
2.187327164067641263e+02
2.172432484442176417e+02
2.112238344458728818e+02
2.115684791331819383e+02
2.106391647331267620e+02
2.195914203714764028e+02
2.265566916007603595e+02
2.164380284089255611e+02
2.176379758124228090e+02
2.195625296735513530e+02
2.194083170098579103e+02
2.160023235468003975e+02
2.261458667221961036e+02
2.168919093314054010e+02
2.175994916884307884e+02
2.203917630302690043e+02
2.202179180732474890e+02
2.169815051532356449e+02
2.263921783831932260e+02
2.097850991590547096e+02
2.180640611783066731e+02
2.261778982331164798e+02
2.185996983571985481e+02
2.113719044800129438e+02
2.181635951207418884e+02
2.087162175648553841e+02
2.184428957704583070e+02
2.178543046661725668e+02
2.185515831939893587e+02
2.198564039482652390e+02
2.172517331829016314e+02
2.109233176522753013e+02
2.116422055007615768e+02
2.114440103313844190e+02
2.171827203238843822e+02
2.257182608969803539e+02
2.114492665407330776e+02
2.193518558285429378e+02
2.171573210815939206e+02
2.177216838565132377e+02
2.264886805443997559e+02
2.104773356598003602e+02
2.202076079783130353e+02
2.181073336190872567e+02
2.101660791390598604e+02
2.097715370420451393e+02
2.191647536290344647e+02
2.178759750381991296e+02
2.180216460039105471e+02
2.179487043499102867e+02
2.100299462737774832e+02
2.203091395418143748e+02
2.096130654759821823e+02
2.109551490404733443e+02
2.111272125102807991e+02
2.092973367930732422e+02
2.112565615266551617e+02
2.177642819165970423e+02
2.188891731019389510e+02
2.115900659247216424e+02
2.168418321795954853e+02
2.110617624285128500e+02
2.107222289619462003e+02
2.111942874915776827e+02
2.106821341283567790e+02
2.172644784855613977e+02
2.176475211538911765e+02
2.116033543308910225e+02
2.195209726850188758e+02
2.188269590870583841e+02
2.107127680157574048e+02
2.170464192906821665e+02
2.109568380817665059e+02
2.117374892460819638e+02
2.171702968824165509e+02
2.092308328677189593e+02
2.091546015876210447e+02
2.096198421412964024e+02
2.181258800454623668e+02
2.084624441559034267e+02
2.183162427679695838e+02
2.185706895925029869e+02
2.167797972357618619e+02
2.180132557422400055e+02
2.108915876960007836e+02
2.179740015814729759e+02
2.117846447599226849e+02
2.086525020444618690e+02
2.118475862854316745e+02
2.111146270327587047e+02
2.104569189007749230e+02
2.103628479190487610e+02
2.114730975617912634e+02
2.115910778593619455e+02
2.176020209894148252e+02
2.112772766200724277e+02
2.183569569045342007e+02
2.110325786052287924e+02
2.176073381001240818e+02
2.113461763199667018e+02
2.197349145460436546e+02
2.196247713071919350e+02
2.173227969911698949e+02
2.102308667366796726e+02
2.108099484346008126e+02
2.095432665650248794e+02
2.109499399072485062e+02
2.115496897611556051e+02
2.114338060587782024e+02
2.090939737377930783e+02
2.102560755494864679e+02
2.104052743978212447e+02
2.085630652518908619e+02
2.105195493094791175e+02
2.180617381490892228e+02
2.102179397614202969e+02
2.180083493100420071e+02
2.083646951162828600e+02
2.094086583498825007e+02
2.114662586869611403e+02
2.117741743878173679e+02
2.115457508599952519e+02
2.113464787020988354e+02
2.088781939441801114e+02
2.098373919975966260e+02
2.114574120003111659e+02
2.172246939181808614e+02
2.117259330303070328e+02
2.106589075635073698e+02
2.186623513345907384e+02
2.105437973320079550e+02
2.114879454913774453e+02
2.112919017701989901e+02
2.173951073217659200e+02
2.177675057315817924e+02
2.093719120258984105e+02
2.110509711285192225e+02
2.104868059250661929e+02
2.093025147084417199e+02
2.099879526885270025e+02
2.087506670820836234e+02
2.115866134083410941e+02
2.095603458307276981e+02
2.171178749134081158e+02
2.107928145496902630e+02
2.108046071054823756e+02
2.105481183846991655e+02
2.087416126076130070e+02
2.117038884063633191e+02
2.107262712826656355e+02
2.115081332255253130e+02
2.114366574356091917e+02
2.098963575281686360e+02
2.179194697514917607e+02
2.112107785620146672e+02
2.173367990342104861e+02
2.111040826959040828e+02
2.079446406934953302e+02
2.080539584829419937e+02
2.091885480730287838e+02
2.028206097584812824e+02
2.094452494800618467e+02
2.094192981358867485e+02
2.107701959943384225e+02
2.094681441288117867e+02
2.099689773912454598e+02
2.106126522675925230e+02
2.100352561088396612e+02
2.106726538201303640e+02
2.177166395213554040e+02
2.089091185861389306e+02
2.101050162315198691e+02
2.103507097526558027e+02
2.096410375689770831e+02
2.109701009269032568e+02
2.105897302360255878e+02
2.100812022293516463e+02
2.090225577606197760e+02
2.089118109555655565e+02
2.092623965628314693e+02
2.110166938734045061e+02
2.173618292583415723e+02
2.097581263008882502e+02
2.080145443118975379e+02
2.102785440221223041e+02
2.104134518162425991e+02
2.110760923406555207e+02
2.092742130888284748e+02
2.113671879242789657e+02
2.100651976551123425e+02
2.107944416767850839e+02
2.095541489217010849e+02
2.114302154863178487e+02
2.103639029649130805e+02
2.095785755260870928e+02
2.103999102531015808e+02
2.106938862957559024e+02
2.094887330902841143e+02
2.172226609560809436e+02
2.107235913207775866e+02
2.109801553520386506e+02
2.094088760152583006e+02
2.095479023612610945e+02
2.092881243619139582e+02
2.084467586413968831e+02
2.091484060454012024e+02
2.109110949191131112e+02
2.118664569041389711e+02
2.079132536035123167e+02
2.117159525691119484e+02
2.084991088067332612e+02
2.089616034208410724e+02
2.094554515976559514e+02
